species_1,species_2,16S,dnaK,fusA,nifH,recA
bae,lmo,2733.0,2326.5,2904.0,,1287.0
bae,mag,2122.5,1693.5,1228.5,,957.0
bae,mcp,2211.5,1669.5,2302.5,,829.5
bae,mlo,2127.5,1746.0,1890.0,,940.5
bae,mmu,,1534.5,1581.0,,
bae,mtu,2199.0,1593.0,1381.5,,513.0
bae,mxa,2200.5,1123.5,1530.0,,928.5
bae,nfa,2220.5,1041.0,1225.5,,927.0
bae,nme,,1818.0,2022.0,,1011.0
bae,nos,2064.5,1612.5,1653.0,,925.5
bae,npc,2148.5,1584.0,1839.0,,895.5
bae,nwi,2119.0,1699.5,1867.5,,999.0
bae,pae,2168.0,1657.5,1867.5,,966.0
bae,pam,2124.0,1680.0,2155.5,,987.0
bae,paq,2113.5,1672.5,2154.0,,978.0
bae,par,2088.0,1843.5,2220.0,,1008.0
bae,pcr,2083.0,1839.0,2194.5,,1020.0
bae,pdo,2113.0,1626.0,1899.0,,925.5
bae,pfl,2168.0,1684.5,2121.0,,982.5
bae,pmh,2113.5,1530.0,1968.0,,922.5
bae,pps,,1485.0,1605.0,,
bae,ppu,2154.0,1717.5,2095.5,,976.5
bae,psa,980.0,1677.0,2044.5,,925.5
bae,rbd,2081.0,1593.0,1791.0,,946.5
bae,rfr,2076.0,1459.5,1327.5,,927.0
bae,rhc,2022.0,1729.5,1173.0,,954.0
bae,rpa,2103.0,1690.5,1924.5,,988.5
bae,rso,2049.0,1594.5,1990.5,,975.0
bae,sau,2742.0,2199.0,2719.5,,1119.0
bae,sco,2212.5,1624.5,1254.0,,900.0
bae,sfr,2125.0,1846.5,2130.0,,973.5
bae,sil,2040.5,1750.5,1897.5,,952.5
bae,slr,2061.0,1765.5,1578.0,,1017.0
bae,son,2094.0,1807.5,2104.5,,961.5
bae,spe,2111.5,1669.5,1857.0,,969.0
bae,spy,2021.0,2151.0,2610.0,,1039.5
bae,srr,2108.0,1681.5,1842.0,,996.0
bae,syn,2122.5,1503.0,1336.5,,864.0
bae,tpo,1970.5,1653.0,1584.0,,928.5
bae,ttu,2151.5,1753.5,2272.5,,949.5
bae,vch,2107.0,1795.5,2155.5,,958.5
bae,vpa,1960.5,1797.0,1944.0,,955.5
bae,wbr,2049.5,1569.0,1858.5,,850.5
bae,xcc,2189.5,1620.0,1939.5,,930.0
bae,xoo,2189.5,1620.0,1891.5,,942.0
bag,aaa,2075.0,1674.0,1974.0,,1033.5
bag,aaci,2140.0,1710.0,1906.5,,1009.5
bag,aalg,1918.5,1738.5,1818.0,,982.5
bag,aamb,1542.5,,,,
bag,aaq,2187.5,1720.5,1977.0,,984.0
bag,aaqi,1936.5,1570.5,1968.0,,925.5
bag,aaqu,2058.5,1729.5,1909.5,,
bag,aasc,2057.5,1747.5,1903.5,,1003.5
bag,aba,2080.5,1465.5,2043.0,,1024.5
bag,abo,2187.0,1732.5,2067.0,,987.0
bag,ace,2212.5,1830.0,1978.5,,984.0
bag,acet,2063.5,1764.0,1909.5,,1047.0
bag,achr,2030.5,1722.0,2010.0,,1027.5
bag,acib,1914.0,1591.5,2025.0,,904.5
bag,acid,2066.0,1720.5,2011.5,,1059.0
bag,acii,2175.0,1746.0,1960.5,,1033.5
bag,acin,2063.0,1732.5,2013.0,,1062.0
bag,acio,2060.5,1683.0,1992.0,,1056.0
bag,acip,2066.0,1731.0,2016.0,,1045.5
bag,acis,2066.0,1731.0,2016.0,,1045.5
bag,ack,2078.0,1699.5,1999.5,,1032.0
bag,acom,2109.5,1756.5,1281.0,,1041.0
bag,acr,2081.0,1761.0,1869.0,,999.0
bag,acra,2089.0,1669.5,2001.0,,1038.0
bag,acry,2228.0,1764.0,2008.5,,1030.5
bag,acto,2107.0,1678.5,1840.5,,982.5
bag,actt,2149.5,1753.5,1975.5,,
bag,acu,1992.0,1627.5,1986.0,,1017.0
bag,ade,2217.0,1101.0,1992.0,,822.0
bag,adi,2192.0,1677.0,1998.0,,1018.5
bag,adk,2079.5,1645.5,1948.5,,1051.5
bag,adn,2079.5,1648.5,1948.5,,1048.5
bag,adt,2035.5,1749.0,2016.0,,1057.5
bag,aeb,2119.5,1680.0,1875.0,,1002.0
bag,aeh,2186.0,1711.5,1962.0,,1005.0
bag,aei,2079.0,1773.0,2059.5,,997.5
bag,aep,2001.0,1768.5,2043.0,,1045.5
bag,aev,1936.5,1804.5,1926.0,,954.0
bag,aez,2131.5,1722.0,1905.0,,994.5
bag,afa,2056.5,1708.5,1924.5,,1017.0
bag,afc,1909.5,1573.5,2017.5,,906.0
bag,afi,2142.0,1707.0,2008.5,,1021.5
bag,afla,1904.0,1815.0,1404.0,,949.5
bag,afq,2055.5,1729.5,1912.5,,
bag,agc,2160.0,1813.5,2005.5,,1056.0
bag,agt,2142.0,1848.0,2040.0,,1045.5
bag,agv,1877.0,1282.5,1660.5,,898.5
bag,aht,2045.5,1839.0,2034.0,,1039.5
bag,ahu,2130.0,1765.5,1849.5,,1026.0
bag,ahz,1870.0,1725.0,1860.0,,891.0
bag,ais,2035.5,1743.0,1974.0,,1017.0
bag,aji,2157.0,960.0,1911.0,,1000.5
bag,ajs,2072.5,1677.0,1996.5,,1069.5
bag,aka,2074.0,1774.5,1336.5,,924.0
bag,alg,2062.0,1801.5,2136.0,,1044.0
bag,ali,2144.5,1759.5,1855.5,,1008.0
bag,aln,2188.5,1732.5,2070.0,,979.5
bag,alp,1911.0,1662.0,1987.5,,913.5
bag,als,1908.0,1723.5,1848.0,,885.0
bag,alti,1924.5,1821.0,1912.5,,931.5
bag,alv,2194.0,1720.5,1383.0,,1054.5
bag,amah,1998.5,1789.5,2029.5,,1048.5
bag,amc,2051.5,1770.0,1801.5,,1041.0
bag,ame,,1500.0,1446.0,,
bag,amh,2061.0,1777.5,1801.5,,1047.0
bag,ami,2214.5,1083.0,1264.5,,1011.0
bag,amih,2169.0,1855.5,1464.0,,1044.0
bag,amol,1910.0,1659.0,1996.5,,949.5
bag,amr,2102.5,1701.0,1437.0,,1018.5
bag,ams,2186.5,1081.5,1339.5,,1005.0
bag,amv,2074.5,1756.5,1872.0,,1002.0
bag,amyb,2196.5,1093.5,1315.5,,1000.5
bag,amyy,2203.0,1720.5,1312.5,,1006.5
bag,ane,2177.5,1701.0,1911.0,,1000.5
bag,anp,1894.5,1779.0,1408.5,,949.5
bag,ant,1950.5,1642.5,2008.5,,912.0
bag,aoa,2002.0,1800.0,1288.5,,1020.0
bag,aol,2103.5,1798.5,2005.5,,1060.5
bag,aon,2051.5,1728.0,1984.5,,1059.0
bag,aos,2163.0,1708.5,1903.5,,963.0
bag,apac,2160.0,1773.0,2043.0,,1047.0
bag,ape,1573.0,,,,
bag,apn,2199.5,1735.5,1369.5,,994.5
bag,apoc,1906.5,1597.5,1992.0,,906.0
bag,apom,2063.5,1764.0,1909.5,,1047.0
bag,app,2108.5,1741.5,1360.5,,1039.5
bag,apre,2203.5,1095.0,1297.5,,1009.5
bag,aprs,2160.5,1674.0,2068.5,,1027.5
bag,aqa,1900.0,1725.0,1828.5,,877.5
bag,aql,2116.5,1803.0,1980.0,,1051.5
bag,aqs,2106.0,1779.0,2025.0,,1068.0
bag,arc,1927.0,1611.0,2017.5,,928.5
bag,arl,2171.5,1740.0,1984.5,,1006.5
bag,arm,2199.5,1750.5,1957.5,,1011.0
bag,aro,2142.0,1840.5,2031.0,,1039.5
bag,art,2210.0,1723.5,1323.0,,1027.5
bag,artp,2188.0,1716.0,1999.5,,997.5
bag,aru,2191.5,1756.5,2013.0,,1023.0
bag,ary,2174.5,1734.0,1975.5,,1006.5
bag,asc,1561.5,,,,
bag,asd,2157.5,1756.5,1999.5,,1017.0
bag,asip,2039.5,1738.5,2134.5,,1029.0
bag,ask,1882.0,1594.5,2001.0,,900.0
bag,asl,1767.5,1821.0,1861.5,,954.0
bag,asv,2063.5,1747.5,1924.5,,1041.0
bag,asw,2039.5,1741.5,2050.5,,1018.5
bag,ata,2141.5,1834.5,2031.0,,1057.5
bag,atp,1903.5,1575.0,1986.0,,898.5
bag,atu,2143.0,1854.0,2041.5,,1041.0
bag,atw,2091.5,1731.0,1975.5,,994.5
bag,ava,2056.5,1765.5,1959.0,,958.5
bag,axy,2051.5,1740.0,1983.0,,1021.5
bag,aza,2102.5,1527.0,1305.0,,1048.5
bag,azc,2123.5,1767.0,1956.0,,1002.0
bag,azd,2101.5,1770.0,1281.0,,1044.0
bag,azi,2113.0,1777.5,1317.0,,1023.0
bag,azl,2150.5,1755.0,1311.0,,997.5
bag,azm,2138.5,1756.5,1884.0,,1020.0
bag,azo,2119.0,1798.5,1287.0,,1020.0
bag,azq,2132.0,1770.0,2011.5,,1023.0
bag,azr,2107.5,1800.0,1273.5,,1011.0
bag,azt,2142.0,1744.5,1308.0,,1003.5
bag,azz,2161.0,1723.5,1821.0,,1021.5
bag,babb,2187.0,1786.5,2062.5,,1080.0
bag,babr,2187.0,1788.0,2062.5,,1080.0
bag,bac,2115.5,1764.0,2062.5,,1054.5
bag,bacb,2749.0,2407.5,2656.5,,1353.0
bag,bacl,2766.0,2380.5,2700.0,,1338.0
bag,baco,2723.0,2274.0,2665.5,,1302.0
bag,bacp,2758.0,2397.0,2656.5,,1357.5
bag,bacs,2758.0,2386.5,2661.0,,1353.0
bag,bacy,2756.0,2377.5,2700.0,,1341.0
bag,bae,2769.5,2376.0,2670.0,,1332.0
bag,bag,3084.0,3654.0,4158.0,,2136.0
bag,bage,2092.5,1726.5,2094.0,,1033.5
bag,bah,2688.0,2109.0,2557.5,,574.5
bag,bai,2688.0,2109.0,2560.5,,574.5
bag,bao,2760.5,2379.0,2655.0,,1357.5
bag,bapi,2154.0,1884.0,2128.5,,1048.5
bag,baq,2766.5,2398.5,2659.5,,1353.0
bag,bar,2683.0,2109.0,2560.5,,
bag,bast,2063.5,1672.5,1935.0,,985.5
bag,bat,2690.5,2109.0,2560.5,,1224.0
bag,bax,2764.0,2109.0,2550.0,,574.5
bag,bay,2753.0,2403.0,2662.5,,1356.0
bag,baz,2741.0,2391.0,2655.0,,1357.5
bag,bbet,2098.0,1767.0,1321.5,,1068.0
bag,bbh,2046.5,1719.0,2013.0,,1026.0
bag,bbm,2046.5,1719.0,2016.0,,1026.0
bag,bbr,2046.5,1719.0,2013.0,,1026.0
bag,bbt,2105.5,1782.0,1317.0,,1045.5
bag,bby,2750.0,2130.0,2580.0,,
bag,bcad,1942.0,1755.0,1885.5,,970.5
bag,bce,2670.0,2131.5,2583.0,,1207.5
bag,bcl,2769.5,2230.5,2551.5,,1266.0
bag,bfr,1865.5,1825.5,1498.5,,970.5
bag,bja,2112.5,1783.5,2026.5,,1078.5
bag,bjs,2768.0,2395.5,2682.0,,1329.0
bag,bju,2123.0,1789.5,1341.0,,1066.5
bag,bld,2777.0,2440.5,2764.5,,1333.5
bag,blh,2784.0,2419.5,2761.5,,1338.0
bag,bli,2772.0,2440.5,2764.5,,1333.5
bag,bly,2153.0,1783.5,1987.5,,1014.0
bag,bma,2028.0,1743.0,2017.5,,1048.5
bag,bmab,2101.0,1743.0,2035.5,,1048.5
bag,bmyc,2758.5,2137.5,2614.5,,1263.0
bag,bnc,2532.5,2149.5,2565.0,,549.0
bag,boz,2042.5,1705.5,2050.5,,979.5
bag,bpa,2046.5,1719.0,2011.5,,1029.0
bag,bpz,2104.0,1740.0,2017.5,,1047.0
bag,bql,2760.5,2391.0,2655.0,,1357.5
bag,bqy,2755.0,2317.5,2361.0,,1300.5
bag,bra,2122.0,1782.0,2007.0,,1056.0
bag,bsau,2137.5,1693.5,1887.0,,1005.0
bag,bsui,2043.5,1785.0,2058.0,,1089.0
bag,bth,1665.0,1785.0,1524.0,,930.0
bag,btr,2158.5,1834.5,2004.0,,961.5
bag,bxe,1992.5,1785.0,2076.0,,1048.5
bag,cac,917.5,1800.0,2010.0,,1006.5
bag,cau,1945.5,1668.0,2065.5,,1006.5
bag,cgl,2175.0,1714.5,2011.5,,987.0
bag,cko,227.5,1800.0,2080.5,,1051.5
bag,ctu,2117.5,1782.0,2118.0,,1063.5
bag,ddn,2165.0,1783.5,1525.5,,967.5
bag,dha,,1552.5,1510.5,,
bag,dse,,1500.0,1530.0,,
bag,eco,2113.5,1750.5,2097.0,,1042.5
bag,ent,2094.5,1807.5,1995.0,,1020.0
bag,esa,214.0,1785.0,2119.5,,1065.0
bag,fjo,1915.0,1704.0,1875.0,,912.0
bag,gme,2286.5,1743.0,2143.5,,1014.0
bag,hde,2035.0,1699.5,2008.5,,997.5
bag,hpy,1956.5,1594.5,1996.5,,898.5
bag,kpn,2115.5,1800.0,1983.0,,1051.5
bag,lap,2110.5,1857.0,1366.5,,1072.5
bag,lmo,2669.5,2206.5,2602.5,,1195.5
bag,mag,2134.0,1818.0,1305.0,,1002.0
bag,mcp,2181.0,1581.0,2161.5,,790.5
bag,mlo,2152.5,1831.5,1989.0,,1036.5
bag,mmu,,1539.0,1566.0,,
bag,mtu,2177.5,1695.0,1377.0,,618.0
bag,mxa,2158.0,1201.5,1618.5,,957.0
bag,nfa,2191.5,1108.5,1299.0,,994.5
bag,nme,,1836.0,2047.5,,1060.5
bag,nos,2041.5,1620.0,1620.0,,967.5
bag,npc,2137.5,1693.5,1912.5,,1006.5
bag,nwi,2142.5,1806.0,2008.5,,1029.0
bag,pae,2128.5,1747.5,1987.5,,987.0
bag,pam,2098.0,1779.0,2092.5,,1014.0
bag,paq,2119.0,1771.5,2091.0,,1017.0
bag,par,2069.5,1734.0,2086.5,,969.0
bag,pcr,2073.5,1726.5,2083.5,,1018.5
bag,pdo,2073.5,1695.0,1902.0,,970.5
bag,pfl,2151.0,1720.5,2047.5,,1018.5
bag,pmh,2092.0,1431.0,1870.5,,898.5
bag,pps,,1477.5,1521.0,,
bag,ppu,2125.0,1780.5,2062.5,,1000.5
bag,psa,939.0,1752.0,2064.0,,916.5
bag,rbd,2107.5,1689.0,1983.0,,1039.5
bag,rfr,2054.5,1522.5,1375.5,,1053.0
bag,rhc,2042.5,1821.0,1273.5,,1027.5
bag,rpa,2122.0,1809.0,1972.5,,1078.5
bag,rso,2026.0,1699.5,2026.5,,1027.5
bag,sau,2611.0,2059.5,2460.0,,1078.5
bag,sco,2186.5,1743.0,1299.0,,1020.0
bag,sfr,2082.5,1683.0,2022.0,,1017.0
bag,sil,2071.5,1831.5,1965.0,,984.0
bag,slr,2000.5,1828.5,1651.5,,985.5
bag,son,2081.5,1731.0,2068.5,,984.0
bag,spe,2103.5,1764.0,1963.5,,1032.0
bag,spy,2010.0,2070.0,2506.5,,1033.5
bag,srr,2112.0,1771.5,1953.0,,1048.5
bag,syn,2113.0,1627.5,1429.5,,976.5
bag,tpo,1949.0,1719.0,1630.5,,928.5
bag,ttu,2157.0,1719.0,2181.0,,1036.5
bag,vch,2082.5,1758.0,2019.0,,984.0
bag,vpa,1949.5,1728.0,1773.0,,966.0
bag,wbr,2016.0,1545.0,1743.0,,819.0
bag,xcc,2177.0,1740.0,1966.5,,1039.5
bag,xoo,2177.0,1732.5,1968.0,,1027.5
bage,aaa,2237.0,2089.5,2334.0,,1059.0
bage,aaci,2021.5,1659.0,1971.0,,1042.5
bage,aalg,1851.0,1780.5,1950.0,,922.5
bage,aamb,1503.5,,,,
bage,aaq,2022.5,1654.5,2056.5,,1057.5
bage,aaqi,2034.0,1639.5,2055.0,,930.0
bage,aaqu,2319.5,2191.5,2137.5,,
bage,aasc,2110.0,2038.5,2025.0,,1084.5
bage,aba,2053.5,1573.5,1972.5,,1027.5
bage,abo,2416.5,2323.5,2392.5,,1119.0
bage,ace,2085.0,1665.0,1974.0,,966.0
bage,acet,2110.0,2046.0,2017.5,,1060.5
bage,achr,2251.0,2116.5,2413.5,,1117.5
bage,acib,2031.0,1669.5,2053.5,,927.0
bage,acid,2244.5,2115.0,2341.5,,1074.0
bage,acii,2293.5,2061.0,2239.5,,1051.5
bage,acin,2247.5,2097.0,2337.0,,1087.5
bage,acio,2239.0,2122.5,2371.5,,1048.5
bage,acip,2247.5,2094.0,2350.5,,1059.0
bage,acis,2247.5,2094.0,2350.5,,1059.0
bage,ack,2250.5,2149.5,2397.0,,1065.0
bage,acom,2342.0,2130.0,1359.0,,1078.5
bage,acr,2082.5,1894.5,1948.5,,973.5
bage,acra,2233.0,2085.0,2383.5,,1081.5
bage,acry,2036.0,1647.0,2050.5,,1033.5
bage,acto,1924.0,1576.5,1969.5,,973.5
bage,actt,2008.5,1627.5,1978.5,,
bage,acu,2134.5,2052.0,2115.0,,1054.5
bage,ade,2142.0,1189.5,2083.5,,862.5
bage,adi,2427.5,2319.0,2503.5,,1150.5
bage,adk,2228.0,2118.0,2289.0,,1066.5
bage,adn,2228.0,2118.0,2289.0,,1062.0
bage,adt,2259.0,2131.5,2257.5,,1090.5
bage,aeb,2011.5,1614.0,2043.0,,963.0
bage,aeh,2417.0,2098.5,2254.5,,1147.5
bage,aei,2430.0,2161.5,2515.5,,1167.0
bage,aep,1980.0,1903.5,2169.0,,1026.0
bage,aev,1896.0,1834.5,1969.5,,958.5
bage,aez,2020.5,1635.0,2001.0,,972.0
bage,afa,2301.0,2196.0,2160.0,,1174.5
bage,afc,2046.0,1630.5,2029.5,,930.0
bage,afi,2337.0,2056.5,2166.0,,1119.0
bage,afla,1901.0,1905.0,1441.5,,927.0
bage,afq,2316.5,2202.0,2143.5,,
bage,agc,2097.0,1965.0,2139.0,,1084.5
bage,agt,2100.0,2011.5,2179.5,,1069.5
bage,agv,1853.0,1218.0,1708.5,,931.5
bage,aht,2038.0,1969.5,2082.0,,1096.5
bage,ahu,2119.5,1947.0,1882.5,,1041.0
bage,ahz,1882.0,1770.0,1867.5,,952.5
bage,ais,2256.0,2136.0,2248.5,,1135.5
bage,aji,2028.0,1021.5,1987.5,,1014.0
bage,ajs,2251.0,2130.0,2367.0,,1089.0
bage,aka,2255.5,2247.0,1531.5,,955.5
bage,alg,2236.0,2121.0,2349.0,,1134.0
bage,ali,2108.5,1947.0,1861.5,,1050.0
bage,aln,2418.0,2323.5,2395.5,,1111.5
bage,alp,2068.5,1689.0,2127.0,,961.5
bage,als,1890.0,1795.5,1974.0,,943.5
bage,alti,1882.5,1813.5,1968.0,,924.0
bage,alv,2432.5,2077.5,1375.5,,1066.5
bage,amah,2183.0,2254.5,2595.0,,1150.5
bage,amc,2491.0,2506.5,2106.0,,1243.5
bage,ame,,1633.5,1357.5,,
bage,amh,2487.0,2500.5,2106.0,,1243.5
bage,ami,2052.5,1153.5,1372.5,,994.5
bage,amih,2113.5,1974.0,1408.5,,1056.0
bage,amol,2043.5,1683.0,2158.5,,955.5
bage,amr,2029.0,1641.0,1377.0,,973.5
bage,ams,2074.0,1134.0,1471.5,,979.5
bage,amv,2085.0,1891.5,1947.0,,976.5
bage,amyb,2043.5,1129.5,1389.0,,1021.5
bage,amyy,2044.0,1663.5,1363.5,,1029.0
bage,ane,1991.5,1623.0,1951.5,,1026.0
bage,anp,1906.5,1891.5,1375.5,,925.5
bage,ant,2087.0,1722.0,2083.5,,954.0
bage,aoa,2224.0,2160.0,1351.5,,1056.0
bage,aol,2069.0,1954.5,2064.0,,1051.5
bage,aon,2266.0,2157.0,2343.0,,1051.5
bage,aos,1993.5,1630.5,1965.0,,1018.5
bage,apac,2473.5,2293.5,2448.0,,1123.5
bage,ape,1474.0,,,,
bage,apn,2021.0,1711.5,1402.5,,1032.0
bage,apoc,2017.5,1645.5,2059.5,,951.0
bage,apom,2110.0,2046.0,2017.5,,1060.5
bage,app,2315.5,2098.5,1447.5,,1029.0
bage,apre,2062.5,1143.0,1366.5,,993.0
bage,aprs,2396.0,2118.0,2337.0,,1119.0
bage,aqa,1924.0,1774.5,1897.5,,921.0
bage,aql,2316.0,2205.0,2473.5,,1123.5
bage,aqs,2322.0,2256.0,2578.5,,1140.0
bage,arc,2050.0,1644.0,2101.5,,957.0
bage,arl,2042.5,1692.0,2130.0,,1063.5
bage,arm,2018.0,1665.0,2080.5,,1029.0
bage,aro,2104.5,1984.5,2181.0,,1080.0
bage,art,2027.0,1630.5,1411.5,,1002.0
bage,artp,2029.0,1623.0,2062.5,,1005.0
bage,aru,2032.5,1603.5,2083.5,,1005.0
bage,ary,2044.0,1695.0,2127.0,,1062.0
bage,asc,1473.0,,,,
bage,asd,2037.5,1708.5,2062.5,,993.0
bage,asip,2252.5,2088.0,2304.0,,1150.5
bage,ask,2027.5,1609.5,2080.5,,921.0
bage,asl,1770.5,1813.5,1974.0,,975.0
bage,asv,2110.0,2043.0,2022.0,,1069.5
bage,asw,2267.5,2140.5,2284.5,,1123.5
bage,ata,2099.5,1999.5,2175.0,,1068.0
bage,atp,2020.5,1590.0,2032.5,,910.5
bage,atu,2113.0,1992.0,2182.5,,1045.5
bage,atw,2358.5,2112.0,2320.5,,1054.5
bage,ava,2007.0,1734.0,1993.5,,973.5
bage,axy,2276.5,2157.0,2266.5,,1122.0
bage,aza,2300.5,1425.0,1363.5,,1059.0
bage,azc,2111.5,1942.5,2037.0,,1038.0
bage,azd,2326.5,2074.5,1377.0,,1066.5
bage,azi,2317.0,2097.0,1351.5,,1065.0
bage,azl,2104.0,1951.5,1374.0,,1044.0
bage,azm,2126.5,1965.0,1855.5,,1035.0
bage,azo,2338.0,2142.0,1347.0,,1056.0
bage,azq,2376.5,2119.5,2374.5,,1062.0
bage,azr,2337.0,2131.5,1351.5,,1051.5
bage,azt,2115.0,1981.5,1365.0,,1023.0
bage,azz,2117.5,1989.0,1837.5,,1021.5
bage,babb,2131.5,2023.5,2137.5,,1072.5
bage,babr,2131.5,2023.5,2137.5,,1072.5
bage,bac,2304.5,2115.0,2389.5,,1086.0
bage,bacb,2132.5,1767.0,2182.5,,1000.5
bage,bacl,2128.5,1780.5,2181.0,,993.0
bage,baco,2120.0,1698.0,2245.5,,981.0
bage,bacp,2129.5,1755.0,2175.0,,1005.0
bage,bacs,2126.5,1761.0,2154.0,,1015.5
bage,bacy,2120.0,1774.5,2181.0,,997.5
bage,bae,2118.5,1741.5,2169.0,,970.5
bage,bag,2092.5,1726.5,2094.0,,1033.5
bage,bage,3072.0,3840.0,4230.0,,2130.0
bage,bah,2035.5,1797.0,2245.5,,457.5
bage,bai,2037.0,1797.0,2248.5,,457.5
bage,bao,2115.5,1753.5,2170.5,,1011.0
bage,bapi,2118.0,2038.5,2055.0,,1093.5
bage,baq,2117.0,1770.0,2172.0,,1000.5
bage,bar,2033.5,1797.0,2248.5,,
bage,bast,1964.5,1662.0,2001.0,,1026.0
bage,bat,2038.0,1797.0,2248.5,,964.5
bage,bax,2101.0,1797.0,2250.0,,457.5
bage,bay,2129.0,1755.0,2170.5,,993.0
bage,baz,2123.0,1753.5,2170.5,,1011.0
bage,bbet,2077.0,1969.5,1395.0,,1081.5
bage,bbh,2279.0,2103.0,2332.5,,1092.0
bage,bbm,2280.5,2112.0,2326.5,,1101.0
bage,bbr,2279.0,2103.0,2332.5,,1098.0
bage,bbt,2063.5,1966.5,1342.5,,1048.5
bage,bby,2117.0,1789.5,2223.0,,
bage,bcad,1871.5,1875.0,1939.5,,907.5
bage,bce,2041.5,1776.0,2220.0,,979.5
bage,bcl,2103.5,1750.5,2040.0,,967.5
bage,bfr,1834.0,1911.0,1551.0,,963.0
bage,bja,2064.5,1956.0,2076.0,,1077.0
bage,bjs,2112.5,1774.5,2190.0,,966.0
bage,bju,2090.0,1927.5,1401.0,,1071.0
bage,bld,2115.5,1765.5,2170.5,,990.0
bage,blh,2106.0,1756.5,2172.0,,982.5
bage,bli,2124.0,1765.5,2170.5,,990.0
bage,bly,2006.0,1677.0,2050.5,,993.0
bage,bma,2217.0,2043.0,2260.5,,1057.5
bage,bmab,2287.0,2043.0,2397.0,,1057.5
bage,bmyc,2083.5,1812.0,2244.0,,948.0
bage,bnc,1955.0,1816.5,2242.5,,444.0
bage,boz,2254.0,2140.5,2476.5,,1089.0
bage,bpa,2279.0,2112.0,2332.5,,1098.0
bage,bpz,2290.0,2040.0,2257.5,,1056.0
bage,bql,2118.5,1753.5,2170.5,,1011.0
bage,bqy,2125.0,1702.5,1948.5,,979.5
bage,bra,2072.5,1945.5,2067.0,,1066.5
bage,bsau,1996.5,1585.5,1986.0,,1065.0
bage,bsui,1997.0,2026.5,2134.5,,1059.0
bage,bth,1602.0,1923.0,1512.0,,999.0
bage,btr,2127.0,1882.5,2013.0,,1020.0
bage,bxe,2174.0,2167.5,2433.0,,1074.0
bage,cac,908.5,1642.5,2007.0,,966.0
bage,cau,1854.0,1728.0,1992.0,,946.5
bage,cgl,2043.0,1714.5,2110.5,,1090.5
bage,cko,484.0,3183.0,3453.0,,1608.0
bage,ctu,2912.5,3078.0,3504.0,,1641.0
bage,ddn,2144.0,1905.0,1567.5,,928.5
bage,dha,,1732.5,1626.0,,
bage,dse,,1803.0,1525.5,,
bage,eco,2890.5,3235.5,3480.0,,1645.5
bage,ent,3000.5,3226.5,2169.0,,1621.5
bage,esa,497.5,3087.0,3495.0,,1621.5
bage,fjo,1906.0,1914.0,1999.5,,1002.0
bage,gme,2228.0,1897.5,2142.0,,979.5
bage,hde,2692.0,2317.5,2554.5,,1293.0
bage,hpy,1986.5,1668.0,2029.5,,963.0
bage,kpn,2933.0,3180.0,2188.5,,1600.5
bage,lap,2136.0,2085.0,1423.5,,1107.0
bage,lmo,2092.0,1764.0,2161.5,,964.5
bage,mag,2141.5,1995.0,1405.5,,1017.0
bage,mcp,1969.5,1512.0,1936.5,,781.5
bage,mlo,2106.0,1941.0,2053.5,,1044.0
bage,mmu,,1725.0,1603.5,,
bage,mtu,2060.5,1677.0,1471.5,,582.0
bage,mxa,2147.5,1290.0,1768.5,,1035.0
bage,nfa,2058.0,1107.0,1378.5,,985.5
bage,nme,,2181.0,2445.0,,1075.5
bage,nos,1980.0,1672.5,1665.0,,949.5
bage,npc,2016.0,1621.5,2046.0,,985.5
bage,nwi,2085.5,1909.5,2014.5,,1033.5
bage,pae,2448.0,2343.0,2236.5,,1132.5
bage,pam,2908.0,2847.0,3600.0,,1596.0
bage,paq,2911.0,2851.5,3597.0,,1602.0
bage,par,2372.5,2053.5,2457.0,,1177.5
bage,pcr,2367.5,2131.5,2491.5,,1089.0
bage,pdo,1959.5,1723.5,2037.0,,999.0
bage,pfl,2434.5,2332.5,2403.0,,1194.0
bage,pmh,1982.5,1449.0,1855.5,,897.0
bage,pps,,1621.5,1605.0,,
bage,ppu,2441.5,2373.0,2466.0,,1173.0
bage,psa,951.0,2317.5,2326.5,,1066.5
bage,rbd,2251.5,2097.0,2241.0,,1083.0
bage,rfr,2261.5,1533.0,1404.0,,1072.5
bage,rhc,2069.5,1942.5,1276.5,,1074.0
bage,rpa,2080.0,2005.5,2086.5,,1062.0
bage,rso,2252.5,2080.5,2401.5,,1062.0
bage,sau,2114.5,1699.5,2062.5,,978.0
bage,sco,2080.0,1656.0,1401.0,,1017.0
bage,sfr,2597.0,2341.5,2341.5,,1390.5
bage,sil,2071.5,1977.0,2065.5,,1087.5
bage,slr,1931.5,1857.0,1639.5,,972.0
bage,son,2575.0,2383.5,2422.5,,1380.0
bage,spe,2924.0,3009.0,2221.5,,1557.0
bage,spy,1725.0,1767.0,2158.5,,1042.5
bage,srr,2899.5,2967.0,2185.5,,1551.0
bage,syn,1997.5,1615.5,1401.0,,931.5
bage,tpo,1896.5,1816.5,1611.0,,888.0
bage,ttu,2403.0,2287.5,2527.5,,1150.5
bage,vch,2645.0,2620.5,2506.5,,1330.5
bage,vpa,2483.5,2568.0,2058.0,,1375.5
bage,wbr,2542.5,1984.5,1975.5,,1012.5
bage,xcc,2385.5,2115.0,2428.5,,1080.0
bage,xoo,2388.5,2155.5,2359.5,,1078.5
bah,aaa,1995.5,1429.5,1860.0,,387.0
