	seqid	from_soil	Up0	Up1	Up2	Up3	Up4	Up5	Up6	Up7	Up8	Up9	Up10	Up11	id	status	prot_name	taxidstr	taxid	scientific_name	rank	superkingdom	kingdom	phylum	class	order	family	genus	species	full_lineage	group4	group8	ra_inf_g4	ra_inf_g8
4318	A0A5X5UNM9|unreviewed|nitrate	False	-0.05987134140439963	-0.004873772557304313	0.00867742867032391	-0.018445636042170654	-0.011301195129547099	-0.0021187019427219176	0.022079896542369106	-0.0006612758489140984	-0.01387456480724877	-0.004507356623773192	0.022990622651257495	-0.02859562365070204	A0A5X5UNM9	unreviewed	nitrate reductase (quinone)	taxID:600	600.0	Salmonella enterica subsp. enterica serovar Thompson	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4319	A0A748QS73|unreviewed|nitrate	False	-0.05990234876014222	-0.005007352102291182	0.008689355358314143	-0.018448154922489753	-0.011373396253715935	-0.002189712691524396	0.02205945650587145	-0.0007629758383555818	-0.013915556621543451	-0.004595712586248184	0.023025925913319926	-0.028476360833172083	A0A748QS73	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4320	A0A6X9IGP2|unreviewed|nitrate	False	-0.05990069197949393	-0.004983473264273941	0.008678608181998166	-0.018449794160658534	-0.011333136456842512	-0.002134654145067255	0.02208153448809683	-0.0007756609403133705	-0.013904166359160556	-0.004564616979390988	0.02300408370361582	-0.028481369670222197	A0A6X9IGP2	unreviewed	nitrate reductase (quinone)	taxID:149539	149539.0	Salmonella enterica subsp. enterica serovar Enteritidis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4321	A0A634MB48|unreviewed|nitrate	False	-0.05988475009842052	-0.0049758883683515345	0.008631207696203146	-0.018443816491490662	-0.011296952491740314	-0.0021296153912246816	0.02207802025667672	-0.0007842325144531121	-0.01400921161460735	-0.004557008835973971	0.023012968084031957	-0.028444437883516836	A0A634MB48	unreviewed	nitrate reductase (quinone)	taxID:149539	149539.0	Salmonella enterica subsp. enterica serovar Enteritidis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4322	A0A5H7S7Z4|unreviewed|nitrate	False	-0.05989583716685442	-0.004974988111720289	0.008671938646587057	-0.018446427976696666	-0.011317175531407314	-0.00213992958526484	0.022072193721781104	-0.0007535279488817142	-0.013940180029720979	-0.004555785430889866	0.02301242803817019	-0.028487003239615005	A0A5H7S7Z4	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4323	A0A3Z5CLF2|unreviewed|nitrate	False	-0.05989374636375739	-0.004977057760167504	0.008669720705697766	-0.018446224081047524	-0.011311906900617102	-0.0021435800606097446	0.02207557831179633	-0.0007517980189821877	-0.013930820341424111	-0.004562758462409141	0.02301494331845488	-0.028484906269074232	A0A3Z5CLF2	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4324	A0A5I5GMJ6|unreviewed|nitrate	False	-0.05989374636375739	-0.004977057760167504	0.008669720705697766	-0.018446224081047524	-0.011311906900617102	-0.0021435800606097446	0.02207557831179633	-0.0007517980189821877	-0.013930820341424111	-0.004562758462409141	0.02301494331845488	-0.028484906269074232	A0A5I5GMJ6	unreviewed	nitrate reductase (quinone)	taxID:1005394	1005394.0	Salmonella enterica subsp. enterica serovar Oslo	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4325	A0A5U9U3F1|unreviewed|nitrate	False	-0.05989374636375739	-0.004977057760167504	0.008669720705697766	-0.018446224081047524	-0.011311906900617102	-0.0021435800606097446	0.02207557831179633	-0.0007517980189821877	-0.013930820341424111	-0.004562758462409141	0.02301494331845488	-0.028484906269074232	A0A5U9U3F1	unreviewed	nitrate reductase (quinone)	taxID:58097	58097.0	Salmonella enterica subsp. enterica serovar Bovismorbificans	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4326	A0A636NVC3|unreviewed|nitrate	False	-0.05989374636375739	-0.004977057760167504	0.008669720705697766	-0.018446224081047524	-0.011311906900617102	-0.0021435800606097446	0.02207557831179633	-0.0007517980189821877	-0.013930820341424111	-0.004562758462409141	0.02301494331845488	-0.028484906269074232	A0A636NVC3	unreviewed	nitrate reductase (quinone)	taxID:2564497	2564497.0	Salmonella enterica subsp. enterica serovar Guildford	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4327	A0A8F2UTB0|unreviewed|nitrate	False	-0.05989374636375739	-0.004977057760167504	0.008669720705697766	-0.018446224081047524	-0.011311906900617102	-0.0021435800606097446	0.02207557831179633	-0.0007517980189821877	-0.013930820341424111	-0.004562758462409141	0.02301494331845488	-0.028484906269074232	A0A8F2UTB0	unreviewed	nitrate reductase (quinone)	taxID:1430436	1430436.0	Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal610	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Bovismorbificans				
4328	A0A2R4D9T6|unreviewed|nitrate	False	-0.0598936386255504	-0.004982556497010116	0.008670191184564805	-0.018446135342306578	-0.01131149710352771	-0.0021454442258529278	0.022075435801939592	-0.0007536933151463153	-0.013925928280590943	-0.0045658469806473334	0.023016342382249304	-0.02848147572490692	A0A2R4D9T6	unreviewed	nitrate reductase (quinone)	taxID:483687	483687.0	Salmonella enterica subsp. enterica serovar Concord	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4329	A0A1V4NJH1|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A1V4NJH1	unreviewed	nitrate reductase (quinone)	taxID:149539	149539.0	Salmonella enterica subsp. enterica serovar Enteritidis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4330	A0A3U2YVG2|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A3U2YVG2	unreviewed	nitrate reductase (quinone)	taxID:59201	59201.0	Salmonella enterica subsp. enterica	subspecies		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica				
4331	A0A509BKY6|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A509BKY6	unreviewed	nitrate reductase (quinone)	taxID:2583580	2583580.0	Salmonella sp. NCTC 3046	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. NCTC 3046	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella				
4332	A0A5U9GMM1|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A5U9GMM1	unreviewed	nitrate reductase (quinone)	taxID:595	595.0	Salmonella enterica subsp. enterica serovar Infantis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4333	A0A610VD54|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A610VD54	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4334	A0A634N3G2|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A634N3G2	unreviewed	nitrate reductase (quinone)	taxID:28150	28150.0	Salmonella enterica subsp. enterica serovar Senftenberg	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4335	A0A6C7HPN4|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A6C7HPN4	unreviewed	nitrate reductase (quinone)	taxID:550537	550537.0	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	strain		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Enteritidis				
4336	A0A708PCZ0|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A708PCZ0	unreviewed	nitrate reductase (quinone)	taxID:90371	90371.0	Salmonella enterica subsp. enterica serovar Typhimurium	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4337	A0A8E5TTE5|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A8E5TTE5	unreviewed	nitrate reductase (quinone)	taxID:2833772	2833772.0	Salmonella sp. SJTUF15034	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SJTUF15034	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella				
4338	A0A8E5U0C6|unreviewed|nitrate	False	-0.05990017802648408	-0.004967624936790079	0.008673990808024393	-0.018443716568373535	-0.011316848480541727	-0.0021432459972812994	0.022077112592158554	-0.0007504962184890643	-0.01394502691739098	-0.004557306977291494	0.0230075382180533	-0.028483119703207254	A0A8E5U0C6	unreviewed	nitrate reductase (quinone)	taxID:2833771	2833771.0	Salmonella sp. SJTUF14523	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. SJTUF14523	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella				
4339	A0A5V9ZKD1|unreviewed|nitrate	False	-0.059899436369215846	-0.004967754886503541	0.008674162827911357	-0.018443895163157222	-0.011317129402181353	-0.0021432959536633414	0.022077308404647493	-0.000750561669501385	-0.013944843533611516	-0.004556784207883188	0.02300736148976553	-0.028484091945689603	A0A5V9ZKD1	unreviewed	nitrate reductase (quinone)	taxID:149539	149539.0	Salmonella enterica subsp. enterica serovar Enteritidis	no rank		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica				
4340	A0A5Z4DFC6|unreviewed|nitrate	False	-0.05989305988906741	-0.004979766544259534	0.008669475656562786	-0.01844650042819434	-0.011312125537977613	-0.0021482155667723853	0.02207523066229614	-0.0007559818162968723	-0.013929883839534083	-0.004563800932865353	0.023017622528744307	-0.02848411242367996	A0A5Z4DFC6	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4341	A0A624UC07|unreviewed|nitrate	False	-0.05989227031173785	-0.004979020817740028	0.00867094255232003	-0.018446807891254705	-0.011313049451503215	-0.002148363209557759	0.02207604425128516	-0.000754286340643384	-0.013931361127149284	-0.004567281970556081	0.023016200666503683	-0.028483403752775156	A0A624UC07	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
4342	A0A5V2QRU4|unreviewed|nitrate	False	-0.05989591550132664	-0.00497474438726464	0.008671922081924785	-0.018446312927856808	-0.011317348222556575	-0.002139704885295688	0.022072233460760586	-0.0007541673830093803	-0.013941218251664294	-0.004555966067863028	0.023012238329109265	-0.028487004617488085	A0A5V2QRU4	unreviewed	nitrate reductase (quinone)	taxID:28901	28901.0	Salmonella enterica	species		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella				
